Question,Answer
What is an 'Escalation Rule'?,An automated rule that notifies managers or reassigns a case if it isn't resolved within a certain timeframe.
What are 'Auto-Response Rules'?,Automated emails sent to customers when they submit a case to acknowledge receipt.
How do 'Assignment Rules' work for cases?,They automatically route incoming cases to specific users or queues based on criteria like case type or region.
What is 'Email-to-Case'?,A feature that automatically creates a case in Salesforce when a customer sends an email to a support address.
What is 'Web-to-Case'?,A feature that lets you create a form on your website to capture support requests directly as Salesforce cases.
What is the 'App Launcher'?,The grid icon used to find and open all apps and items in your Salesforce org.
What is the shortcut to focus on Global Search?,The / (forward slash) key.
How do you quickly edit a record?,Press the 'e' key while on a record detail page.
What does the 'Esc' key do in Salesforce?,It closes or deselects windows and modal overlays.
What is Trailhead?,Salesforce’s gamified online learning platform for building skills and earning badges.
What are 'Superbadges'?,"Hands-on credentials that prove your ability to solve complex, real-world business problems."
What is the 'IdeaExchange'?,A community platform where users can suggest and vote on new Salesforce features.
What is the 'Trailblazer Community'?,"A global network of users who share knowledge, network, and help each other learn."
What is the 'Setup Audit Trail'?,A log that tracks the recent configuration changes made by admins in the org.
What is the Help & Training Menu in Salesforce?,A menu accessed from the question mark icon that provides help articles and resources.
What is In-App Guidance?,A feature that displays prompts and step-by-step instructions inside Salesforce.
What is the Release Notes section in Help?,A section that provides information about new features and updates in each Salesforce release.
What is the Help Search Bar used for?,"To search documentation, tutorials, and support articles."
What is a Support Case in Salesforce Help?,A request submitted to Salesforce Support for technical assistance.
What is the Salesforce Trust Site?,"A website that shows system performance, outages, and maintenance updates."
What is the Feedback option in the Help Menu?,It allows users to send suggestions or report issues about Salesforce features.
What is Contextual Help?,Help articles that automatically appear based on the page you are viewing.
What is the Difference Between Trailhead and Help Documentation?,"Trailhead provides interactive learning modules, while Help Documentation provides detailed product information."
How can Admins enable In-App Guidance?,By going to Setup and enabling In-App Guidance under User Engagement settings.
How can you determine whether this object supports related records?,"You can determine whether the object supports related records by observing the presence of the “Related” tab next to the “Details” tab on the record page. The Related tab indicates that this object can have related lists such as Contacts, Opportunities, Tasks, or other custom relationships. In Salesforce, if an object has lookup or master-detail relationships configured, the Related tab dynamically displays those related lists. The presence of this tab confirms relational data capability within the object structure."
What column is displayed in the list view in Appointments?,The primary visible column is Appointment Name.
What does the small dropdown arrow beside each row represent in Appointments?,It indicates additional row-level quick actions available for that specific record.
Is there an Activity component visible on the record page in Appointments?,"Yes, an Activity component appears on the right-hand side of the record page."
Is there an option to expand all activities on the record page in Appointments?,"Yes, there is an Expand All link in the Activity section."
What type of layout structure is used in the Details section on the record page in Appointments?,A two-column layout structure is used for organizing record fields.
What is the visual indicator that this list is pinned?,"A pin icon appears next to the “Recently Viewed” list name, indicating it is pinned."
What icon appears next to the Appointments object name?,"A purple custom object icon appears next to the Appointments label, indicating a custom object."
Explain the significance of the Owner field in terms of data security on the record page in Appointments?,"The Owner field determines:
→ Who has primary control over the record.
→ Default record-level access.
→ Visibility through sharing rules.
→ Reporting hierarchy alignment.
→ Salesforce security is layered:
Organization-wide defaults.
→ Role hierarchy.
→Sharing rules.
→Manual sharing.
The Owner plays a central role in determining who can view or edit the record when OWD is set to Private."
How can you track changes made to the Appointment Status field?,"→ On the top-right corner, click on gear icon
→ Go to Setup.
→ Click Object and field
→Open Object Manager.
→ Select Appointment.
→ Click Fields & Relationships.
→ Click Set History Tracking.
→ Enable tracking for Appointment Status.
→ Save.
After enabling:
→ ield changes will appear in the Field History related list.
→ You can report on historical changes."
How do you add a new column to the list view?,"→ Click gear icon in list view.
→ Select Select Fields to Display.
→ Move desired field to Visible Fields.
→ Arrange order.
→ Click save.
The list updates immediately."
What is the difference between Appointment Date and Activity Date?,"Appointment Date:
→ Custom field.
→ Specific to Appointment object.
→ Business-defined.
Activity Date:
→ Standard Task/Event field.
→ Linked to Activity object.
They belong to different data models."
How would you clone a record in appointment?,"→ Open Appointment record.
→ On the top-right corner, Click dropdown arrow.
→ Select Clone.
→ Modify required fields.
→ Click save.
→ Cloning duplicates field values for faster entry."
What happens if Owner is deactivated in Appointments records?,Ownership must be transferred before deactivation. Salesforce prevents orphan ownership.
What action does the “New Contact” button imply on the record page in Appointments?,The “New Contact” button allows the user to create a new Contact record that can potentially be related to this Appointment.
What does the dropdown arrow next to “New Opportunity” contain in the record page in Appointments?,"It contains additional record-level actions including:
→ New Case
→ New Lead
→ Delete
→ Clone
→ Change Owner
→ Printable View
→ Sharing
→ Sharing Hierarchy
→ Edit Labels"
What does selecting “New Case” from the dropdown do on the record page in Appointments?,"It initiates the creation of a new Case record, allowing users to log a support issue related to this Appointment."
What is the function of the “New Lead” option in the dropdown on the record page in Appointments?,It allows users to create a new Lead record directly from this Appointment page.
What happens when “Printable View” is selected on the record page in Appointments?,It opens a simplified version of the record formatted for printing without unnecessary UI elements.
What is the purpose of the “Sharing” option in the dropdown on the record page in Appointments?,The “Sharing” option allows manual sharing of this specific Appointment record with other users.
What does “Sharing Hierarchy” show on the record page in Appointments? ,It displays how access to this record is inherited through the role hierarchy within the organization.
What does the “Filters: All time · All activities · All types” text indicate?,"It shows the currently applied Activity filters, meaning no restrictions are applied to time range or activity type."
How can you navigate to the related Customer record from the record in Appointments page?,"→ Go to the Appointments page 
→ Open specific record
→ Locate the “Customer Name” field.
→ Click the blue linked value (aa2).
→ The system redirects to the Customer record page."
How can you edit the Appointment Status in Appointments page?,"→ Go to the Appointments page 
→ Open specific record
→ Locate the Appointment Status field.
→ Click the pencil icon beside it.
→ Select a new value from the dropdown.
→ Click Save."
What does the search bar at the very top of the page represent in Appointments?,The global search bar allows users to search across multiple objects and records within Salesforce.
What does the “Region Text” field represent on the record page in Appointments?,"It appears to store a textual representation of the appointment’s region, likely separate from the Region picklist field."
What happens to notifications when a new Lead is created and assigned to a user?,"When a new Lead is created and assigned, a Custom Notification can automatically alert the assigned user using a Record-Triggered Flow or Apex."
Can a notification be triggered when a record owner changes?,"Yes, a Flow can detect OwnerId changes and send a notification to the new owner."
What happens if multiple updates occur on a record at the same time?,Each trigger condition can generate separate notifications unless logic is built to prevent duplication.
Can notifications be generated when a record is deleted?,"Yes, using Apex triggers (after delete), since Flow has limitations for deleted records."
What happens if a notification fails to send?,The system logs the error in debug logs; the asynchronous process retries based on internal handling.
How can you notify a team when a new custom object record is created?,Create a Flow on that custom object and send notifications to specific users or roles.
What does the “Related” tab indicate when it shows “No related lists to display”?,"The message “No related lists to display” means that either no child relationships (like notes, files, related contacts, or related records) are configured on the page layout, or there are currently no related records linked to this appointment. To resolve this, an administrator can modify the page layout in Object Manager and add related lists. If related lists are already configured but still not visible, it may indicate that no related data exists for this specific appointment record."
What happens when the “Edit” button is clicked on this Appointment record?,"Clicking “Edit” opens the record in editable mode within a Lightning modal or full edit screen. Users can modify field values such as appointment date, owner, or other custom fields. After saving, Salesforce validates mandatory fields and commits the update if all validation rules pass."
Why does the Activity panel show “No activities to show”?,"This message indicates that there are currently no tasks, events, emails, or calls logged for this appointment within the selected filter criteria. It does not necessarily mean there are no activities in the system—it only reflects the current filter settings applied."
What does selecting “Next 7 days” in Date Range do?,"When “Next 7 days” is selected, Salesforce displays only upcoming activities scheduled within the next seven days from the current date. This helps users focus on near-term commitments and planning."
Why are multiple Activity Types selectable in the filter panel?,"The ability to select multiple activity types (Email, Events, Tasks, Logged Calls, Web, List Email) allows granular filtering. For example, a sales rep may want to review only logged calls while ignoring emails and events. This improves efficiency in reviewing specific engagement types."
What is the difference between “All activities” and “My activities” in the filter?,"“All activities” displays every activity linked to the record regardless of owner. “My activities” restricts the display to only those tasks, events, or logs owned by the currently logged-in user. This distinction helps users personalize their activity view."
What is the purpose of the “Sort Upcoming & Overdue Activities” option?,"This setting determines how activities are ordered in the panel. “Oldest dates first” shows earlier activities at the top, while “Newest dates first” prioritizes the most recent activities. This affects how users analyze timelines."
What happens when “Apply” is clicked in the filter modal?,Clicking “Apply” temporarily applies the selected filter settings to the current view. The configuration affects only the current session unless “Apply & Save” is used.
What is the difference between “Apply” and “Apply & Save”?,"“Apply” applies filters only temporarily. “Apply & Save” saves the filter preferences for future sessions, meaning the user will see the same filtered view when returning to the record."
What does the “Restore Defaults” button do in the filter panel?,"“Restore Defaults” resets all filter selections to the system’s default configuration, removing any custom filtering applied by the user."
How does linking an Event to this Appointment improve tracking?,"When an event is created from this record, Salesforce automatically associates it with the Appointment. This ensures traceability and accurate activity history."
What does the search bar at the top of the page allow on the record page in Appointments?,"The global search bar allows users to search across multiple Salesforce objects, not just appointments."
What happens if no Activity Types are selected in filters?,"If all activity types are deselected, no activities will appear because the filter excludes all categories."
How does sorting impact productivity?,"Sorting helps prioritize urgent tasks or recent communications, improving workflow management."
What is the impact of applying “Last 30 days” filter on the record page in Appointments?,"Only activities from the previous 30 days will be displayed, excluding older records."
How does this Appointment page support workflow management?,"It centralizes scheduling, communication, record relationships, and filtering tools in one interface, improving operational efficiency."
How do you open the Activity Filter panel in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side."
How do you change Date Range to “Next 7 days”?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Date Range section 
→ Select “Next 7 days” radio button 
→ Click Apply."
How do you change Date Range to “Last 30 days”?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Date Range section 
→ Select “Next 30 days” radio button 
→ Click Apply."
How do you change Date Range to “All time”?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Date Range section 
→ Select “Next 30 days” radio button 
→ Click Apply."
How do you show only your activities in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity to show section 
→ Select “My activities”
 → Click Apply."
How do you show all activities on the record page in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity to show section 
→ Select “All activities”
 → Click Apply."
How do you filter only Emails in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
→ Check “Email”
 → Click Apply."
How do you filter only Events in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
→ Select “Events” 
→ Click Apply."
How do you filter only Tasks in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
→ Select “Tasks” 
→ Click Apply."
How do you filter Logged Calls in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
→ Select “Logged Calls” 
→ Click Apply."
How do you filter Web activities in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
→ Check “Web” 
→ Click Apply."
How do you filter List Emails in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type section 
→ Uncheck “All types”
 → Select “List email”
→ Click Apply."
How do you sort by Newest dates first in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Scroll to Sort Upcoming & Overdue Activities
→ Select “Oldest dates first”
 → Click Apply."
How do you sort by Newest dates first in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Scroll to Sort Upcoming & Overdue Activities
→ Select “Newest dates first”
 → Click Apply."
How do you select multiple activity types in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Activity Type
→ Uncheck “All types” 
→ Select multiple checkboxes (Email + Tasks + Events) 
→ Click Apply."
How do you remove all filters in Appointments?,"→ Go to Appointments tab 
→ Open Appointment records
→ Go to right side Activity section 
→ On the right-panel, Click gear icon(Filter icon) 
→ Filter panel opens on right side.
→ Click “Restore Defaults” 
→ Click Apply."
How do you mark all notifications as read at once?,"→ On the top-right corner, click Notification icon 
→ Select “Mark All as Read” 
→ All notifications become read."
How do you view older notifications not immediately visible?,"→ On the top-right corner, click Notification icon 
→ Scroll down inside notification panel
→ Older notifications appear."
What happens behind the scenes when SAP sends order data?,"→SAP prepares order data in structured format.
→ Data is sent to middleware.
→Middleware transforms data format.
→ Middleware calls Salesforce API.
→ Salesforce validates data.
→ Record is saved in database."
What happens if SAP order update fails in Salesforce?,"→Error is logged in integration logs.
→Record is not updated.
→Admin reviews error message.
→Data is corrected and reprocessed."
How to prevent duplicate SAP Orders in Salesforce?,"→Create External ID field for SAP Order ID.
→Mark it as Unique.
→Enable Duplicate Rule.
→Use Upsert operation in API."
What is External ID in SAP Order integration?,→ External ID is a unique field used to identify records from external systems like SAP during integration.
How to make SAP Order ID mandatory?,"→ Go to Setup
    Click  (Gear Icon)
    Click Setup
→Go to Object Manager
     in Quick Find → Type Object Manager
     Click Order
→Open Fields
      Click Fields & Relationships
→Select SAP Order ID Field
     Click on SAP_Order_ID__c
→Make Field Required
    Click Edit
    Check  Required
    Click Save"
How to automate status update when SAP confirms delivery?,"→ Create Record-Triggered Flow
→Trigger when SAP Delivery Status = Confirmed
→Update Order Status = Fulfilled
→Save & Activate"
What is middleware in SAP-Salesforce integration?,→ Middleware (like MuleSoft) acts as a bridge between SAP and Salesforce to exchange data securely.
What is Order Line Item mapping?,"→It maps SAP item data (Material, Quantity, Price) to Salesforce Order Products."
What is Order Fulfillment Status?,"→Indicates shipping progress such as Pending, Partially Delivered, Fully Delivered."
How to create SAP Order dashboard?,"→ Create Report (Orders)
→ Add Filters (SAP Orders only)
→ Create Dashboard
→ Add Chart Components
→ Save"
What is Order Cancellation Process?,"→Update Status = Cancelled
→Notify SAP via API
→Update related records"
What is Order Type?,"→ Classifies order such as Standard, Return, Sample, or Replacement."
How to link Order with SAP Delivery Document?,→ Create custom field Delivery_Document_Number__c and sync from SAP.
How to handle pricing mismatch between SAP and Salesforce?,"→ Compare Net Amount
→Log difference
→Prevent activation using Validation Rule"
How can I track changes made to an order?,"→Open the order.
→Click Related tab.
→Look for Order History.
→It shows changes made by users."
How do I check if an order has attachments?,"→Open the order record.
→Click Related tab.
→Look for Files section.
→If files are uploaded, they will appear here."
How do I upload a document to an order?,"→ Open the order record.
→Click Related tab.
→In Files section, click Upload Files.
→Select file from computer.
→Click Done."
How do I clone an existing SAP Sales Order?,"→Open the order record.
→Click the small dropdown arrow near Edit.
→Click Clone.
→Modify required fields.
→Click Save."
How do I submit an order for approval?,"→Open the order record.
→Click the Submit for Approval button.
→Add comments if required.
→Click Submit."
How do I check approval status?,"→Open the order record.
→Scroll down.
→Look for Approval History section.
→Check current status."
How do I change order status manually?,"→Open the order.
→Click Edit.
→Scroll to Status field.
→Select new value.
→Click Save."
How do I remove a product from an order?,"→Open order.
→Go to Related tab.
→Under Order Products,
→Click dropdown arrow next to product.
→Click Delete.
→Confirm."
How do I see product pricing details?,"→Open the order.
→Click Related tab.
→Click product name.
→Check Unit Price and Total Price fields."
How do I see all orders for a specific customer?,"→ Open the Account record.
→ Click Related tab.
→ Scroll down.
→ Find SAP Sales Orders related list."
How do I check if customer has multiple active orders?,"→ Open Account record.
→Click Related tab.
→Filter orders by Status = Activated."
How do I add SAP Orders report to Dashboard?,"→ Click App Launcher.
→Search Dashboards.
→Open dashboard.
→Click Edit.
→Click + Component.
→Select Orders report.
→Click Add.
→Click Save."
How do I log a call related to an order?,"→Open order.
→Go to Activity section.
→Click Log a Call.
→Enter details.
→Click Save."
How do I schedule a meeting related to order?,"→Open order.
→Click New Event.
→Select date and time.
→Click Save."
How do I see emails sent regarding this order?,"→Open order.
→Go to Activity timeline.
→Scroll to email entries."
How do I identify cancelled orders quickly?,"→Open list view
 → Add filter 
→ Status equals Cancelled."
How do I identify orders pending approval?,"→ Open list view
 → Filter Status = Pending Approval."
How do I verify complete order before fulfillment?,"→Open order in SAP sales orders
→Check:
     Status
     Products
     Net Amount
     Payment Terms
     Shipping details
     Approval status"
How do you switch from App Home to Setup Home?,"→ From any Lightning App Home page
→ Click Gear Icon (top-right corner)
→ Click Setup
→ Setup Home page opens in a new tab"
How do you open Data Cloud Setup from Setup Menu?,"→ Click  Gear Icon
→ Click Setup
→ In Setup Home left panel
→ Click Data Cloud Setup Home"
How do you open Service Setup from Setup?,"→ Click Gear Icon
→ Click Setup
→ In left Quick Find
→ Type Service Setup
→ Click Service Setup Home"
How do you open Salesforce Go from Setup?,"→ Click  Gear Icon
→ Click Setup
→ In left panel
→ Click Salesforce Go"
How do you switch between Setup Home and Object Manager?,"→ Inside Setup
→ At top center
→ Click Object Manager tab
→ To return 
→ Click Home tab"
How do you check Data Spaces in Data Cloud?,"→ Click  Gear Icon
→ Setup
→ Click Data Cloud Setup Home
→ In left panel
→ Click Data Spaces"
How do you manage Data Cloud Users?,"→ Click  Gear Icon
→ Data Cloud Setup
→ Click Manage Your Users link
→ Or Left panel → Users
→ Click User
→ Edit permissions"
How do you check Digital Wallet usage?,"→ Click  Gear Icon
→ Data Cloud Setup
→ Click Open Digital Wallet
→ View consumption details"
How do you open Data Cloud Admin Tools?,"→ Click  Gear Icon
→ Data Cloud Setup
→ Left panel
→ Expand Admin Tools"
How do you open Developer Tools inside Data Cloud?,"→ Click  Gear Icon
→ Data Cloud Setup
→ Left panel
→ Expand Developer Tools"
How do you launch Service Setup Assistant?,"→ Click  Gear Icon
→ Click Service Setup Home
→ Click Go to Assistant"
How do you customize Case Status from Service Setup?,"→ Click  Gear Icon
→ Service Setup Home
→ Under Recommended Setup
→ Click Customize Case Status
→ Click Get Started"
How do you connect Support Email?,"→ Click  Gear Icon
→ Service Setup Home
→ Click Connect Your Support Email
→ Click Get Started"
How do you enable Knowledge Setup from Service Setup?,"→ Click  Gear Icon
→ Service Setup
→ Click Knowledge Setup
→ Click Enable"
How do you view current license usage in Service Setup?,"→ Click  Gear Icon
→ Service Setup
→ Scroll down
→ View Current Usage section"
How do you access Feature Sets in Salesforce Go?,"→ Click  Gear Icon
→ Click Salesforce Go
→ Click Feature Sets tab"
How do you access My Clouds in Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Click My Clouds tab"
How do you start Initial Setup from Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Click Initial Setup tab"
How do you view enabled features in Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Click Features tab"
How do you track loading or progress in Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Wait for data loading
→ View feature status once loaded"
How do you change Company Information?,"→ Click  Gear Icon
→ click Setup
→ Quick Find 
→ Type Company Information
→ Click Company Information
→ Click Edit
→ Save"
How do you upload Company Logo?,"→ Click  Gear Icon
→ click Setup
→ Quick Find 
→ Company Information
→ Click Edit
→ Upload logo
→ Save"
How do you create a Lightning App?,"→ Click  Gear Icon
→ click Setup
→ Quick Find 
→ App Manager
→ Click New Lightning App
→ Follow wizard
→ Save"
How do you edit existing Lightning App?,"→ Click  Gear Icon
→ click Setup
→ App Manager
→ Click Dropdown next to App
→ Click Edit"
How do you enable Two-Factor Authentication?,"→ Click  Gear Icon
→ click Setup
→ Quick Find → Session Settings
→ Enable 2FA
→ Save"
How do you enable Login Access Policies?,"→ Click  Gear Icon
→ Click Setup
→ Quick Find
 → Login Access Policies
→ Configure restrictions
→ Save"
How do you create Custom Label?,"→ Click  Gear Icon
→ Click Setup
→ Quick Find 
→ Custom Labels
→ New
→ Enter Name
→ Save"
How do you upload Static Resource?,"→ Click  Gear Icon
→ Click Setup
→ Static Resources
→ Click New
→ Upload File
→ Save"
How do you check Company License Usage?,"→ Click  Gear Icon
→ Click Setup
→ Company Information
→ View User Licenses"
How do you create Data Space?,"→ Click  Gear Icon
→ Click Setup
→Click Data Cloud
→ Click Data Spaces
→ Click New
→ Enter Name
→ Save"
How do you configure Hierarchy Ingestion in Data Cloud?,"→ Click  Gear Icon
→ Click Data Cloud
→ Click Hierarchy Ingestion
→ Configure Settings
→ Save"
How do you configure Omni-Channel routing?,"→ Click  Gear Icon
→ Click Setup
→ Quick Find → Omni-Channel
→ Enable
→ Create Routing Config
→ Save"
What tabs are available in Salesforce Go?,"→ Home
→ Initial Setup
→ Feature Sets
→ Features
→ My Clouds"
How do you open Feature Sets in Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Click Feature Sets"
How do you open Initial Setup?,"→ Click  Gear Icon
→ Salesforce Go
→ Click Initial Setup"
How to open Data Cloud Setup while staying inside Setup environment.,"→ Click  Gear Icon
→ Click Setup
→ In left Quick Find
→ Type Data Cloud Setup Home
→ Click it"
How to launch Service Setup Assistant?,"→ Click  Gear Icon
→ Setup
→ Click Service Setup Home
→ Click Go to Assistant"
How to start Add Your Users configuration in Service Setup?,"→ Click  Gear Icon
→ Service Setup Home
→ Click Get Started under Add Your Users"
How to use Quick Find to locate Salesforce Go?,"→ Click  Gear Icon
→ Inside Setup
→ Use Quick Find box (left)
→ Type “Salesforce Go”
→ Click result"
How to switch from Service Setup to Data Cloud Setup?,"→ Click  Gear Icon
→ Make sure Service Setup Home page is open
→ Look at the left-side navigation panel
→ Scroll in the left panel if needed
→ Locate Data Cloud Setup Home
→ Click Data Cloud Setup Home
→ The page switches to Data Cloud Setup Home"
How to use Search Setup bar to locate Data Cloud?,"→ Click  Gear Icon
→ Open Setup
→ Click inside Search Setup bar
→ Type “Data Cloud”
→ Select result"
How to verify Service Setup page title?,"→ Click  Gear Icon
→ Open Service Setup
→ Check top header shows Service Setup Home"
How to verify Data Cloud Setup page title?,"→ Click  Gear Icon
→ Open Data Cloud Setup
→ Check top header shows Data Cloud Setup Home"
How to open Initial Setup tab in Salesforce Go?,"→ Click  Gear Icon
→ Salesforce Go
→ Click Initial Setup"
How do you open an Employee record from the list view?,"→ Go to Employees tab.
→ Locate the Employee Name column.
→ Click on the blue hyperlink (example: test1).
→ The Employee record page opens."
How do you use the checkbox selection in Employee list view?,"→ Go to Employees tab.
→ Click the checkbox next to an employee name.
→ The record becomes selected.
→ You can now perform bulk actions like Change Owner."
How do you search within the Employee list view only?,"→ Open Employees tab.
→ Locate the “Search this list…” box.
→ Type employee name or keyword.
→ Press Enter.
→ The list filters based on matching records."
How do you open list view controls in Employees?,"→ Navigate to Employees list.
→ Click the gear icon near the search bar.
→ A dropdown appears with options like:
  --- New
  ---  Rename
  --- Clone
  --- Sharing Settings
→ Select Fields to Display"
How do you rename an existing Employee list view?,"→ Open Employees tab.
→ Click on List View Controls.
→ Select Rename from drop down menu.
→ Enter the new list view name.
→ Click Save."
How can you identify how many Employee records are currently visible in the list view?,"→ Open the Employees tab.
→ Look at the top-left section above the records.
→ You will see text like:
       “ items • Updated a few seconds ago”
→ The number before “items” shows total records displayed."
How do you reset column width in the Employee list?,"→ Click on Employees tab.
→ Click List View Controls located at top right.
→ Select Reset Column Width from drop down menu.
→ Salesforce adjusts columns to default spacing."
How do you refresh Employee records manually?,"→ Click on Employees tab.
→ Click the Refresh icon (circular arrow) located at top right.
→ The system reloads latest database data."
How do you clone a list view configuration?,"→ Click on Employees tab.
→ Click List View Controls located at top right.
→ Select Reset Column Width from drop down menu.
→ Provide new name.
→ Modify filters if needed.
→ Click on Save."
How do you switch from Details tab to Related tab?,"→ Click on Employees tab.
→ Open an Employee record.
→ At the top of record page, locate:
      --- Related
      --- Details
→ Click Related.
Related lists will  appear."
How do you create a new Appointment directly from the Employee record?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Appointments section.
→ Click on New located at the right corner of Appoinment section.
→ Fill required fields.
→ Click Save."
How do you view all Appointments for an Employee?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Appointments section.
→ Click View All.
→ Full list opens."
How can you identify how many Support Cases are linked for employee?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Support Cases section and Look at section header
      Example: Support Cases (6+)
      Number shows total related records."
How do you open a specific Support Case?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Support Cases section
→ Under Support Cases, Click on Case 
→ Case record opens."
How do you create a Support Case from Employee page?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Support Casesection.
→ Click on New located at the right corner of Support Case section.
→ pop up will appear and Enter case details.
→ Click Save."
How do you check if an Employee has Leads linked?,"→ Click on Employees tab.
→ Open an Employee record.
→ At the top of record page Click on Related tab 
→ Scroll to Leads section and Look at Leads section header
      Example: Leads (6+)
      Number shows total related records."
How do you navigate back to Employees list from a record?,"→ Click the Employees tab in navigation bar.
     List view reopens."
How do you access quick actions (dropdown arrow beside record)?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click dropdown arrow (▼) near top-right.
→ Additional options appear "
How do you confirm relationships between Employee and Cases?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Support Cases section
→ Check Support Cases list.
→ verify whether Support Cases are correctly related to an Employee record and 
confirm that a Lookup or Master-Detail relationship exists between the two objects."
How do you identify who created the Employee record?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate Created By field.
→ It shows user and timestamp."
How do you check last modified information in employee record?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate last modified field and check the information.
"
How do you edit Employee email?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Email field  and click on Edit(pen icon)
→ Update Email field.
→ Click Save.
"
How do you verify record owner from details screen in employees object?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Owner field  
→ Verify the Owner "
How do you identify access level assigned?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Access level field 
      Value displayed (Read-only/Standard/Admin)."
How do you verify contact number format in Employees?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Contact field
→ Ensure proper phone format."
How do you confirm role assigned to Employee?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Role field
→ Verify role value."
How to change access level assigned?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Access Level and click on Edit(pen icon)
→ Pop will appear and choose the access level options from drop down menu 
→ Click save"
How do you update multiple fields at once employee record?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Edit located at the top right
→ Pop up will appear and Modify multiple fields.
→ Click Save."
what are primary action buttons in employee object?,"Open Employee.
Top right shows:
   -- New Contact
   -- Edit
   -- New Opportunity
These are primary actions."
